Concurso;Data do Sorteio;Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Chave ;chave_letra
993;06/08/2008;5;24;25;26;42;60;103011;a103011
994;09/08/2008;3;20;29;40;44;58;111111;a111111
995;13/08/2008;4;16;31;36;54;55;110202;a110202
996;16/08/2008;7;15;20;21;23;29;123000;a123000
997;20/08/2008;9;17;18;32;53;55;120102;a120102
998;23/08/2008;3;4;21;22;28;32;203100;a203100
999;27/08/2008;18;24;36;44;55;58;011112;a011112
1000;30/08/2008;29;38;39;49;53;58;001212;a001212
1001;03/09/2008;12;15;27;37;51;60;021102;a021102
1002;06/09/2008;3;7;25;31;40;58;201201;a201201
1003;10/09/2008;5;10;16;23;26;27;213000;a213000
1004;13/09/2008;29;40;43;44;45;47;001140;a001140
1005;17/09/2008;4;6;12;37;41;42;210120;a210120
1006;20/09/2008;2;4;17;33;48;55;210111;a210111
1007;24/09/2008;4;27;36;37;49;52;101211;a101211
1008;27/09/2008;7;13;15;34;42;48;120120;a120120
1009;01/10/2008;1;6;12;29;34;58;211101;a211101
1010;04/10/2008;2;3;13;37;46;54;210111;a210111
1011;08/10/2008;2;11;21;30;35;52;112101;a112101
1012;11/10/2008;14;19;40;47;55;58;020112;a020112
1013;15/10/2008;7;9;12;19;20;41;230010;a230010
1014;18/10/2008;8;9;25;41;57;60;201012;a201012
1015;22/10/2008;3;8;17;26;28;49;212010;a212010
1016;25/10/2008;5;9;11;20;25;60;221001;a221001
1017;29/10/2008;6;19;31;34;51;56;110202;a110202
1018;01/11/2008;9;24;44;51;55;58;101013;a101013
1019;05/11/2008;4;13;23;29;46;47;112020;a112020
1020;08/11/2008;1;2;19;32;39;52;210201;a210201
1021;12/11/2008;2;33;42;43;51;55;100122;a100122
1022;16/11/2008;5;21;31;39;40;56;101301;a101301
1023;19/11/2008;2;7;8;18;40;45;310110;a310110
1024;22/11/2008;18;22;28;29;39;53;013101;a013101
1025;26/11/2008;10;27;28;29;40;52;103101;a103101
1026;29/11/2008;6;10;17;33;51;53;210102;a210102
1027;03/12/2008;18;20;33;44;47;60;020121;a020121
1028;06/12/2008;20;26;34;51;52;54;011103;a011103
1029;10/12/2008;5;16;17;20;24;32;131100;a131100
1030;13/12/2008;1;8;23;37;54;57;201102;a201102
1031;17/12/2008;24;33;40;43;46;49;001230;a001230
1032;20/12/2008;15;16;26;29;43;57;022011;a022011
1033;24/12/2008;5;6;17;33;39;54;210201;a210201
1034;27/12/2008;1;3;18;20;42;49;220020;a220020
1035;31/12/2008;1;11;26;51;59;60;111003;a111003
1036;03/01/2009;10;27;36;39;41;52;101211;a101211
1037;07/01/2009;4;36;44;46;53;56;100122;a100122
1038;10/01/2009;6;7;28;35;43;51;201111;a201111
1039;14/01/2009;2;20;24;27;36;52;112101;a112101
1040;17/01/2009;1;6;28;39;44;55;201111;a201111
1041;21/01/2009;10;12;36;44;54;57;110112;a110112
1042;24/01/2009;13;18;25;30;46;51;022011;a022011
1043;28/01/2009;14;21;25;48;51;60;012012;a012012
1044;31/01/2009;10;11;13;35;39;58;120201;a120201
1045;04/02/2009;1;5;6;17;31;50;310110;a310110
1046;07/02/2009;28;40;42;54;55;57;001113;a001113
1047;11/02/2009;1;2;8;10;14;48;410010;a410010
1048;14/02/2009;3;16;21;28;38;57;112101;a112101
1049;18/02/2009;2;5;17;29;34;52;211101;a211101
1050;21/02/2009;14;24;26;33;45;60;012111;a012111
1051;25/02/2009;7;10;11;13;43;57;220011;a220011
1052;28/02/2009;8;11;15;16;52;57;130002;a130002
1053;04/03/2009;15;27;34;42;49;53;011121;a011121
1054;07/03/2009;13;14;18;27;41;60;031011;a031011
1055;11/03/2009;12;15;16;20;27;32;041100;a041100
1056;14/03/2009;6;8;38;50;53;59;200112;a200112
1057;18/03/2009;2;3;4;15;49;59;310011;a310011
1058;21/03/2009;18;20;24;45;51;57;021012;a021012
1059;25/03/2009;1;12;14;16;37;45;130110;a130110
1060;28/03/2009;1;3;16;18;41;42;220020;a220020
1061;01/04/2009;9;21;23;30;41;56;103011;a103011
1062;04/04/2009;2;8;23;33;37;55;201201;a201201
1063;08/04/2009;1;22;44;47;49;50;101040;a101040
1064;11/04/2009;4;16;19;28;29;49;122010;a122010
1065;15/04/2009;7;19;30;39;43;57;111111;a111111
1066;18/04/2009;6;10;25;32;43;49;201120;a201120
1067;22/04/2009;4;10;14;25;28;56;212001;a212001
1068;25/04/2009;25;27;44;47;48;57;002031;a002031
1069;29/04/2009;9;17;28;45;49;53;111021;a111021
1070;02/05/2009;5;8;16;23;41;53;211011;a211011
1071;06/05/2009;5;7;37;43;53;54;200112;a200112
1072;09/05/2009;9;18;19;43;47;54;120021;a120021
1073;13/05/2009;8;25;32;34;36;44;101310;a101310
1074;16/05/2009;3;10;23;29;47;50;202020;a202020
1075;20/05/2009;10;12;16;21;39;53;121101;a121101
1076;23/05/2009;4;10;19;32;33;42;210210;a210210
1077;27/05/2009;5;6;9;11;18;37;320100;a320100
1078;30/05/2009;3;6;34;41;43;45;200130;a200130
1079;03/06/2009;5;12;24;28;36;37;112200;a112200
1080;06/06/2009;11;18;20;34;41;56;030111;a030111
1081;10/06/2009;9;16;24;29;52;56;112002;a112002
1082;13/06/2009;4;17;38;40;50;55;110211;a110211
1083;17/06/2009;10;20;23;28;42;43;112020;a112020
1084;20/06/2009;5;20;29;33;40;59;111201;a111201
1085;24/06/2009;12;21;39;40;50;55;011211;a011211
1086;27/06/2009;2;4;6;10;23;45;401010;a401010
1087;01/07/2009;3;20;28;32;36;46;111210;a111210
1088;04/07/2009;6;24;31;35;42;57;101211;a101211
1089;08/07/2009;2;18;20;32;37;48;120210;a120210
1090;11/07/2009;9;20;24;36;40;42;111210;a111210
1091;15/07/2009;17;23;24;27;49;56;013011;a013011
1092;18/07/2009;1;9;30;33;34;40;201300;a201300
1093;22/07/2009;19;23;27;38;41;49;012120;a012120
1094;25/07/2009;9;10;21;36;41;48;201120;a201120
1095;29/07/2009;10;16;21;23;27;36;113100;a113100
1096;01/08/2009;3;13;14;16;41;52;130011;a130011
1097;05/08/2009;1;17;21;33;48;56;111111;a111111
1098;08/08/2009;11;20;21;30;50;52;022011;a022011
1099;12/08/2009;14;31;35;38;44;55;010311;a010311
1100;15/08/2009;7;17;18;33;41;42;120120;a120120
1101;19/08/2009;6;7;10;12;24;57;311001;a311001
1102;22/08/2009;9;11;23;35;46;51;111111;a111111
1103;26/08/2009;10;19;28;41;55;56;111012;a111012
1104;29/08/2009;2;3;6;35;49;58;300111;a300111
1105;02/09/2009;1;15;28;43;50;57;111021;a111021
1106;05/09/2009;4;15;43;47;50;60;110031;a110031
1107;09/09/2009;3;9;20;36;53;54;210102;a210102
1108;12/09/2009;7;9;39;43;44;60;200121;a200121
1109;16/09/2009;6;8;11;14;29;52;221001;a221001
1110;19/09/2009;6;14;26;28;42;45;112020;a112020
1111;23/09/2009;4;9;25;32;33;43;201210;a201210
1112;26/09/2009;4;32;34;43;52;58;100212;a100212
1113;30/09/2009;3;6;29;36;47;59;201111;a201111
1114;03/10/2009;3;15;16;22;25;54;122001;a122001
1115;07/10/2009;18;30;37;41;44;50;011130;a011130
1116;10/10/2009;4;9;13;17;20;47;230010;a230010
1117;14/10/2009;1;6;17;27;35;40;211200;a211200
1118;17/10/2009;8;20;21;43;44;55;111021;a111021
1119;21/10/2009;10;34;41;44;45;54;100131;a100131
1120;24/10/2009;7;35;40;44;50;55;100221;a100221
1121;28/10/2009;4;17;18;54;56;59;120003;a120003
1122;31/10/2009;26;44;46;49;55;56;001032;a001032
1123;04/11/2009;4;14;19;39;45;60;120111;a120111
1124;07/11/2009;7;11;16;18;33;49;130110;a130110
1125;11/11/2009;3;7;29;33;42;56;201111;a201111
1126;14/11/2009;4;31;42;52;57;59;100113;a100113
1127;18/11/2009;5;8;14;24;29;30;213000;a213000
1128;21/11/2009;8;16;24;39;52;60;111102;a111102
1129;25/11/2009;12;17;19;32;47;55;030111;a030111
1130;28/11/2009;5;18;23;32;49;54;111111;a111111
1131;02/12/2009;1;8;16;34;36;49;210210;a210210
1132;05/12/2009;12;27;30;33;52;55;012102;a012102
1133;09/12/2009;5;10;16;21;39;58;211101;a211101
1134;12/12/2009;9;22;29;36;51;56;102102;a102102
1135;16/12/2009;4;5;6;19;23;39;311100;a311100
1136;19/12/2009;7;31;32;34;37;43;100410;a100410
1137;22/12/2009;19;21;25;28;43;50;013020;a013020
1138;24/12/2009;2;4;15;18;25;36;221100;a221100
1139;26/12/2009;9;28;31;36;37;42;101310;a101310
1140;31/12/2009;10;27;40;46;49;58;101121;a101121
1141;02/01/2010;9;37;40;50;58;60;100212;a100212
1142;06/01/2010;3;15;26;28;31;58;112101;a112101
1143;09/01/2010;3;30;35;44;47;60;101121;a101121
1144;13/01/2010;1;10;18;19;44;49;220020;a220020
1145;16/01/2010;3;16;19;24;33;60;121101;a121101
1146;20/01/2010;6;10;28;33;34;53;201201;a201201
1147;23/01/2010;6;23;31;33;39;52;101301;a101301
1148;27/01/2010;27;28;29;32;48;55;003111;a003111
1149;30/01/2010;7;8;23;36;46;54;201111;a201111
1150;03/02/2010;15;17;28;31;35;52;021201;a021201
1151;06/02/2010;1;4;14;21;25;51;212001;a212001
1152;10/02/2010;14;20;29;36;44;47;021120;a021120
1153;13/02/2010;6;17;19;34;46;55;120111;a120111
1154;17/02/2010;4;12;14;21;26;28;123000;a123000
1155;20/02/2010;20;28;40;41;51;58;011112;a011112
1156;24/02/2010;9;24;31;44;48;49;101130;a101130
1157;27/02/2010;9;29;41;43;46;49;101040;a101040
1158;03/03/2010;23;30;31;54;55;60;002103;a002103
1159;06/03/2010;5;6;34;46;53;55;200112;a200112
1160;10/03/2010;1;3;5;18;40;48;310110;a310110
1161;13/03/2010;4;7;42;47;48;51;200031;a200031
1162;17/03/2010;18;22;25;30;31;41;013110;a013110
1163;20/03/2010;5;17;31;47;51;53;110112;a110112
1164;24/03/2010;6;14;17;26;40;49;121110;a121110
1165;27/03/2010;20;40;42;52;54;60;010113;a010113
1166;31/03/2010;22;28;30;31;35;54;003201;a003201
1167;03/04/2010;20;28;43;51;52;56;011013;a011013
1168;07/04/2010;4;5;20;47;53;56;210012;a210012
1169;10/04/2010;1;11;14;23;42;48;121020;a121020
1170;14/04/2010;11;13;27;34;46;49;021120;a021120
1171;17/04/2010;3;10;13;30;41;57;211011;a211011
1172;20/04/2010;6;12;28;43;52;56;111012;a111012
1173;24/04/2010;5;7;24;25;36;47;202110;a202110
1174;28/04/2010;6;7;39;47;51;52;200112;a200112
1175;30/04/2010;2;3;12;16;37;47;220110;a220110
1176;05/05/2010;11;14;21;30;33;49;022110;a022110
1177;08/05/2010;33;38;47;50;52;55;000222;a000222
1178;12/05/2010;1;22;30;45;50;53;102021;a102021
1179;15/05/2010;5;22;28;47;59;60;102012;a102012
1180;19/05/2010;12;30;34;44;57;60;011112;a011112
1181;22/05/2010;18;20;26;31;44;45;021120;a021120
1182;26/05/2010;2;4;29;52;56;60;201003;a201003
1183;29/05/2010;5;10;12;20;29;37;221100;a221100
1184;02/06/2010;4;9;23;27;28;30;204000;a204000
1185;05/06/2010;2;10;21;35;43;54;201111;a201111
1186;09/06/2010;7;8;12;13;15;41;230010;a230010
1187;12/06/2010;8;17;19;40;43;49;120120;a120120
1188;16/06/2010;9;20;44;52;59;60;110013;a110013
1189;19/06/2010;14;21;27;31;35;50;012210;a012210
1190;23/06/2010;10;11;19;37;53;56;120102;a120102
1191;26/06/2010;3;11;16;22;25;33;122100;a122100
1192;30/06/2010;17;20;49;52;57;59;020013;a020013
1193;03/07/2010;2;9;12;14;32;54;220101;a220101
1194;07/07/2010;6;13;24;41;50;53;111021;a111021
1195;10/07/2010;17;20;26;27;55;57;022002;a022002
1196;14/07/2010;3;6;19;20;58;60;220002;a220002
1197;17/07/2010;36;37;39;49;54;60;000312;a000312
1198;21/07/2010;22;29;36;41;48;58;002121;a002121
1199;24/07/2010;16;19;23;28;39;58;022101;a022101
1200;28/07/2010;3;10;11;39;54;56;210102;a210102
1201;31/07/2010;28;32;36;49;55;60;001212;a001212
1202;04/08/2010;8;9;11;48;53;60;210012;a210012
1203;07/08/2010;7;9;30;33;38;55;201201;a201201
1204;11/08/2010;5;10;25;39;43;52;201111;a201111
1205;14/08/2010;4;13;14;26;29;35;122100;a122100
1206;18/08/2010;2;6;11;36;37;48;210210;a210210
1207;21/08/2010;9;11;22;32;35;56;111201;a111201
1208;25/08/2010;1;12;20;26;45;54;121011;a121011
1209;28/08/2010;5;14;17;30;35;38;121200;a121200
1210;01/09/2010;3;7;9;10;31;34;400200;a400200
1211;04/09/2010;3;15;31;36;48;54;110211;a110211
1212;08/09/2010;2;23;33;35;40;50;101310;a101310
1213;11/09/2010;3;11;26;34;45;53;111111;a111111
1214;15/09/2010;5;29;30;36;41;48;102120;a102120
1215;18/09/2010;10;25;30;47;50;51;102021;a102021
1216;22/09/2010;4;7;13;25;27;58;212001;a212001
1217;25/09/2010;5;11;15;28;43;50;121020;a121020
1218;29/09/2010;10;23;29;31;33;46;102210;a102210
1219;02/10/2010;2;33;34;37;41;53;100311;a100311
1220;06/10/2010;5;15;43;48;52;55;110022;a110022
1221;09/10/2010;5;14;37;43;46;58;110121;a110121
1222;13/10/2010;5;8;19;26;48;57;211011;a211011
1223;16/10/2010;15;17;35;42;47;48;020130;a020130
1224;20/10/2010;19;21;27;41;53;57;012012;a012012
1225;23/10/2010;31;32;34;40;50;55;000411;a000411
1226;27/10/2010;10;31;40;50;55;56;100212;a100212
1227;30/10/2010;4;28;30;31;35;54;102201;a102201
1228;03/11/2010;10;23;36;50;52;60;101112;a101112
1229;06/11/2010;12;30;32;40;49;60;011211;a011211
1230;10/11/2010;9;12;19;22;35;37;121200;a121200
1231;13/11/2010;5;20;23;27;39;49;112110;a112110
1232;17/11/2010;8;11;12;15;18;22;141000;a141000
1233;20/11/2010;22;29;32;49;54;59;002112;a002112
1234;24/11/2010;3;5;19;24;30;35;212100;a212100
1235;27/11/2010;10;16;20;26;49;55;121011;a121011
1236;01/12/2010;3;8;17;20;38;53;220101;a220101
1237;04/12/2010;5;18;21;26;39;59;112101;a112101
1238;08/12/2010;13;14;24;39;40;45;021210;a021210
1239;11/12/2010;1;15;37;39;48;52;110211;a110211
1240;15/12/2010;8;9;12;22;42;49;211020;a211020
1241;18/12/2010;10;13;25;26;28;45;113010;a113010
1242;20/12/2010;11;34;45;48;51;54;010122;a010122
1243;22/12/2010;9;19;23;29;32;57;112101;a112101
1244;24/12/2010;2;8;15;25;34;45;211110;a211110
1245;31/12/2010;2;10;34;37;43;50;200220;a200220
1246;05/01/2011;10;37;40;43;57;59;100212;a100212
1247;08/01/2011;3;9;11;24;36;51;211101;a211101
1248;12/01/2011;20;33;34;57;58;60;010203;a010203
1249;15/01/2011;3;8;36;40;51;53;200202;a200202
1250;19/01/2011;1;2;24;40;51;59;201102;a201102
1251;22/01/2011;5;27;34;46;48;52;101121;a101121
1252;26/01/2011;2;14;35;39;49;51;110211;a110211
1253;29/01/2011;2;17;23;43;44;51;111021;a111021
1254;02/02/2011;7;9;14;18;29;39;221100;a221100
1255;05/02/2011;5;23;38;39;51;54;101202;a101202
1256;09/02/2011;26;33;35;38;43;53;001311;a001311
1257;12/02/2011;2;15;26;27;30;52;113001;a113001
1258;16/02/2011;11;26;47;55;57;59;011013;a011013
1259;19/02/2011;4;6;39;46;54;58;200112;a200112
1260;23/02/2011;19;23;29;31;41;53;012111;a012111
1261;26/02/2011;10;14;22;41;42;53;111021;a111021
1262;02/03/2011;5;7;8;9;11;39;410100;a410100
1263;05/03/2011;4;18;26;36;41;53;111111;a111111
1264;09/03/2011;4;17;36;37;51;56;110202;a110202
1265;12/03/2011;13;19;24;46;50;60;021021;a021021
1266;16/03/2011;6;10;33;39;42;60;200211;a200211
1267;19/03/2011;4;20;30;41;47;58;111021;a111021
1268;23/03/2011;3;16;17;44;53;60;120012;a120012
1269;26/03/2011;4;5;15;17;27;51;221001;a221001
1270;30/03/2011;5;9;24;31;33;42;201210;a201210
1271;02/04/2011;1;2;39;48;52;59;200112;a200112
1272;06/04/2011;13;26;27;28;35;52;013101;a013101
1273;09/04/2011;13;19;26;40;58;60;021102;a021102
1274;13/04/2011;13;17;21;39;40;59;021201;a021201
1275;16/04/2011;2;14;48;55;58;60;110013;a110013
1276;20/04/2011;5;9;11;22;36;40;211200;a211200
1277;23/04/2011;12;18;31;50;59;60;020112;a020112
1278;27/04/2011;4;16;24;25;30;56;113001;a113001
1279;30/04/2011;8;14;29;35;36;40;111300;a111300
1280;04/05/2011;6;10;16;20;29;54;221001;a221001
1281;07/05/2011;8;11;14;30;36;38;121200;a121200
1282;11/05/2011;4;23;39;52;55;56;101103;a101103
1283;14/05/2011;8;30;40;44;59;60;101112;a101112
1284;18/05/2011;20;21;26;29;31;36;013200;a013200
1285;21/05/2011;10;15;28;31;33;38;111300;a111300
1286;25/05/2011;2;5;28;33;51;52;201102;a201102
1287;28/05/2011;11;12;31;33;42;52;020211;a020211
1288;01/06/2011;17;30;32;40;42;56;011211;a011211
1289;04/06/2011;1;3;8;13;27;52;311001;a311001
1290;08/06/2011;2;3;14;23;34;50;211110;a211110
1291;11/06/2011;18;40;47;54;57;58;010113;a010113
1292;15/06/2011;9;11;23;30;31;54;112101;a112101
1293;18/06/2011;1;13;24;40;44;50;111120;a111120
1294;22/06/2011;4;6;29;48;50;51;201021;a201021
1295;25/06/2011;2;5;15;20;43;57;220011;a220011
1296;29/06/2011;10;14;43;46;49;53;110031;a110031
1297;02/07/2011;2;5;11;13;56;59;220002;a220002
1298;06/07/2011;14;15;30;53;55;60;021003;a021003
1299;09/07/2011;8;22;32;43;53;56;101112;a101112
1300;13/07/2011;43;44;46;53;54;59;000033;a000033
1301;16/07/2011;3;16;23;25;51;56;112002;a112002
1302;20/07/2011;2;10;15;44;56;57;210012;a210012
1303;23/07/2011;8;19;46;51;52;54;110013;a110013
1304;27/07/2011;7;14;15;20;23;35;131100;a131100
1305;30/07/2011;3;5;11;36;44;46;210120;a210120
1306;03/08/2011;6;19;22;34;43;45;111120;a111120
1307;06/08/2011;7;10;32;43;47;54;200121;a200121
1308;09/08/2011;7;8;24;30;33;47;202110;a202110
1309;11/08/2011;7;12;25;26;32;39;112200;a112200
1310;13/08/2011;8;9;14;32;53;59;210102;a210102
1311;17/08/2011;7;9;12;19;45;54;220011;a220011
1312;20/08/2011;5;20;22;28;29;30;114000;a114000
1313;24/08/2011;1;4;26;39;43;49;201120;a201120
1314;27/08/2011;38;42;44;52;58;60;000123;a000123
1315;31/08/2011;1;27;29;38;50;52;102111;a102111
1316;03/09/2011;8;13;25;34;42;48;111120;a111120
1317;08/09/2011;6;13;29;30;35;37;112200;a112200
1318;10/09/2011;11;14;16;28;34;46;031110;a031110
1319;14/09/2011;4;5;16;18;27;51;221001;a221001
1320;17/09/2011;17;24;25;38;41;55;012111;a012111
1321;21/09/2011;10;47;51;53;59;60;100014;a100014
1322;24/09/2011;10;21;43;47;53;55;101022;a101022
1323;28/09/2011;6;15;25;37;48;55;111111;a111111
1324;01/10/2011;18;29;31;44;51;57;011112;a011112
1325;05/10/2011;2;5;16;20;35;43;220110;a220110
1326;08/10/2011;10;11;18;19;30;50;131010;a131010
1327;13/10/2011;16;35;36;41;52;54;010212;a010212
1328;15/10/2011;10;23;27;43;53;59;102012;a102012
1329;19/10/2011;7;8;11;39;43;50;210120;a210120
1330;22/10/2011;8;18;21;30;48;49;112020;a112020
1331;26/10/2011;9;24;26;39;46;57;102111;a102111
1332;29/10/2011;3;5;13;24;35;59;211101;a211101
1333;03/11/2011;25;26;28;33;42;51;003111;a003111
1334;05/11/2011;1;6;8;10;25;27;402000;a402000
1335;09/11/2011;3;14;20;22;49;51;121011;a121011
1336;12/11/2011;1;32;38;47;51;54;100212;a100212
1337;16/11/2011;2;20;35;38;45;51;110211;a110211
1338;19/11/2011;1;18;19;33;43;60;120111;a120111
1339;23/11/2011;7;10;14;16;54;59;220002;a220002
1340;26/11/2011;13;21;30;36;59;60;012102;a012102
1341;30/11/2011;1;11;20;37;40;52;120201;a120201
1342;03/12/2011;5;7;42;46;50;60;200031;a200031
1343;07/12/2011;19;20;31;42;51;56;020112;a020112
1344;10/12/2011;8;19;21;36;42;59;111111;a111111
1345;14/12/2011;7;17;19;26;40;50;121110;a121110
1346;17/12/2011;12;32;40;47;48;59;010221;a010221
1347;20/12/2011;9;19;45;46;54;56;110022;a110022
1348;22/12/2011;7;12;38;39;45;56;110211;a110211
1349;24/12/2011;9;19;20;50;51;60;120012;a120012
1350;31/12/2011;3;4;29;36;45;55;201111;a201111
1351;04/01/2012;13;33;36;41;50;56;010221;a010221
1352;07/01/2012;9;18;24;35;36;59;111201;a111201
1353;11/01/2012;3;11;13;27;32;47;121110;a121110
1354;14/01/2012;2;8;38;42;48;49;200130;a200130
1355;18/01/2012;11;17;24;39;46;49;021120;a021120
1356;21/01/2012;6;13;21;22;31;46;112110;a112110
1357;25/01/2012;1;19;24;26;52;55;112002;a112002
1358;28/01/2012;3;15;16;35;37;47;120210;a120210
1359;01/02/2012;6;10;12;17;28;53;221001;a221001
1360;04/02/2012;2;16;17;25;50;54;121011;a121011
1361;08/02/2012;23;27;30;37;38;44;003210;a003210
1362;11/02/2012;2;12;19;22;36;58;121101;a121101
1363;15/02/2012;25;35;42;45;52;57;001122;a001122
1364;18/02/2012;10;13;20;40;44;53;120111;a120111
1365;22/02/2012;2;24;26;32;35;50;102210;a102210
1366;25/02/2012;12;27;37;44;54;59;011112;a011112
1367;01/03/2012;2;7;13;29;38;43;211110;a211110
1368;03/03/2012;10;21;26;29;32;38;103200;a103200
1369;07/03/2012;5;16;24;32;38;46;111210;a111210
1370;10/03/2012;2;4;5;27;49;59;301011;a301011
1371;14/03/2012;3;4;8;11;47;49;310020;a310020
1372;17/03/2012;3;36;40;46;58;60;100212;a100212
1373;21/03/2012;7;27;39;52;55;57;101103;a101103
1374;24/03/2012;6;21;28;31;33;43;102210;a102210
1375;28/03/2012;14;25;28;45;53;58;012012;a012012
1376;31/03/2012;9;11;21;49;53;54;111012;a111012
1377;04/04/2012;2;5;12;13;25;35;221100;a221100
1378;07/04/2012;2;5;17;18;54;59;220002;a220002
1379;11/04/2012;5;12;36;45;50;58;110121;a110121
1380;14/04/2012;3;14;52;55;57;60;110004;a110004
1381;18/04/2012;11;27;30;40;44;57;012111;a012111
1382;20/04/2012;5;13;16;17;27;55;131001;a131001
1383;25/04/2012;7;9;23;44;46;55;201021;a201021
1384;28/04/2012;2;18;30;31;45;56;111111;a111111
1385;02/05/2012;27;35;36;37;42;59;001311;a001311
1386;05/05/2012;12;28;38;39;51;56;011202;a011202
1387;09/05/2012;18;27;32;43;50;52;011121;a011121
1388;12/05/2012;22;29;31;43;50;54;002121;a002121
1389;16/05/2012;1;16;28;39;44;57;111111;a111111
1390;19/05/2012;4;19;27;28;29;31;113100;a113100
1391;23/05/2012;7;12;19;34;40;53;120201;a120201
1392;26/05/2012;2;8;12;28;33;43;211110;a211110
1393;30/05/2012;4;18;24;28;39;44;112110;a112110
1394;02/06/2012;11;16;24;35;46;50;021120;a021120
1395;06/06/2012;5;11;17;19;44;48;130020;a130020
1396;09/06/2012;29;48;52;54;55;58;001014;a001014
1397;13/06/2012;3;4;7;15;27;56;311001;a311001
1398;16/06/2012;14;32;33;40;42;51;010311;a010311
1399;20/06/2012;34;39;43;56;57;60;000213;a000213
1400;23/06/2012;9;26;34;43;53;54;101112;a101112
1401;27/06/2012;11;12;25;33;48;54;021111;a021111
1402;30/06/2012;2;9;10;21;27;38;302100;a302100
1403;04/07/2012;13;16;20;26;39;42;031110;a031110
1404;07/07/2012;7;8;27;31;32;51;201201;a201201
1405;11/07/2012;3;14;17;32;37;39;120300;a120300
1406;14/07/2012;7;10;17;24;38;57;211101;a211101
1407;18/07/2012;18;29;31;42;43;53;011121;a011121
1408;21/07/2012;4;19;20;24;39;43;121110;a121110
1409;25/07/2012;6;19;26;47;50;58;111021;a111021
1410;28/07/2012;18;29;40;42;50;54;011121;a011121
1411;01/08/2012;8;12;32;44;46;48;110130;a110130
1412;04/08/2012;6;8;24;37;41;45;201120;a201120
1413;07/08/2012;13;15;33;45;54;55;020112;a020112
1414;09/08/2012;21;37;44;46;49;57;001131;a001131
1415;11/08/2012;26;36;40;46;49;51;001221;a001221
1416;15/08/2012;3;19;22;24;35;49;112110;a112110
1417;18/08/2012;5;12;45;52;56;59;110013;a110013
1418;22/08/2012;7;8;10;12;27;56;311001;a311001
1419;25/08/2012;17;21;30;48;52;58;012012;a012012
1420;29/08/2012;2;11;16;18;36;45;130110;a130110
1421;01/09/2012;19;31;39;44;53;59;010212;a010212
1422;05/09/2012;2;5;13;17;39;44;220110;a220110
1423;08/09/2012;3;8;21;25;27;43;203010;a203010
1424;12/09/2012;3;7;15;29;38;60;211101;a211101
1425;15/09/2012;7;16;29;36;38;50;111210;a111210
1426;19/09/2012;6;15;18;24;30;44;122010;a122010
1427;22/09/2012;8;39;44;47;53;56;100122;a100122
1428;26/09/2012;7;15;19;34;37;55;120201;a120201
1429;29/09/2012;9;12;22;39;48;60;111111;a111111
1430;03/10/2012;2;19;22;30;46;52;112011;a112011
1431;06/10/2012;5;9;13;33;40;54;210201;a210201
1432;10/10/2012;16;24;25;42;45;59;012021;a012021
1433;13/10/2012;4;13;14;40;46;52;120111;a120111
1434;17/10/2012;3;18;22;34;55;58;111102;a111102
1435;20/10/2012;4;15;45;47;50;52;110031;a110031
1436;24/10/2012;1;13;23;24;30;57;113001;a113001
1437;27/10/2012;22;23;26;37;38;48;003210;a003210
1438;31/10/2012;7;14;31;33;36;49;110310;a110310
1439;03/11/2012;2;34;35;42;43;55;100221;a100221
1440;07/11/2012;2;6;28;36;51;56;201102;a201102
1441;10/11/2012;17;29;36;38;53;56;011202;a011202
1442;14/11/2012;12;13;20;30;34;49;031110;a031110
1443;17/11/2012;12;20;32;48;52;54;020112;a020112
1444;21/11/2012;2;5;27;28;48;55;202011;a202011
1445;24/11/2012;5;19;32;41;49;58;110121;a110121
1446;28/11/2012;6;13;24;32;40;51;111201;a111201
1447;01/12/2012;1;19;28;33;39;41;111210;a111210
1448;05/12/2012;1;25;29;36;56;60;102102;a102102
1449;08/12/2012;2;6;18;30;52;56;211002;a211002
1450;12/12/2012;26;27;31;38;44;45;002220;a002220
1451;15/12/2012;2;10;11;33;52;57;210102;a210102
1452;18/12/2012;2;14;28;50;57;58;111012;a111012
1453;20/12/2012;6;13;25;32;47;57;111111;a111111
1454;22/12/2012;4;27;29;41;48;52;102021;a102021
1455;31/12/2012;14;32;33;36;41;52;010311;a010311
1456;02/01/2013;6;8;14;26;36;40;211200;a211200
1457;05/01/2013;15;16;34;42;46;59;020121;a020121
1458;09/01/2013;2;4;16;33;44;51;210111;a210111
1459;12/01/2013;2;6;30;34;35;52;201201;a201201
1460;16/01/2013;4;14;27;38;50;52;111111;a111111
1461;19/01/2013;31;36;44;47;49;54;000231;a000231
1462;23/01/2013;5;9;25;27;38;40;202200;a202200
1463;26/01/2013;13;22;28;29;40;48;013110;a013110
1464;30/01/2013;2;24;32;50;54;59;101112;a101112
1465;02/02/2013;6;11;16;26;44;53;121011;a121011
1466;06/02/2013;4;6;13;34;37;51;210201;a210201
1467;09/02/2013;23;24;26;41;52;53;003012;a003012
1468;13/02/2013;1;2;10;19;20;37;320100;a320100
1469;16/02/2013;4;13;35;54;56;58;110103;a110103
1470;20/02/2013;2;34;36;38;51;55;100302;a100302
1471;23/02/2013;10;25;33;36;40;58;101301;a101301
1472;27/02/2013;12;18;23;25;45;50;022020;a022020
